parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_15min_walk,dist_to_park_ft,park_within_15min_walk
351272100,2024-02-13,350000,3,1,1164,1945,19124,1,4,4,390,2713617.58744673,266266.34239122,3261,1951.8285149430671,2
641057809,2024-01-26,310000,2,1,1120,1965,19152,1,4,4,333,2725994.35042281,273674.35218146,1833,3813.2461036380814,2
232460000,2024-02-13,350000,3,1,1530,1940,19124,1,4,4,293,2713383.58364965,257673.91338189,4013,2093.27224938316,1
161217901,2024-02-09,50000,3,1,1048,1915,19132,1,4,4,167,2693781.01491523,249965.37236854,8297,1106.3039713855703,5
232089905,2024-02-08,85000,3,1,1204,1935,19124,1,3,4,294,2715690.25160848,258796.48889263,4533,1817.8404627043915,2
482383100,2024-01-30,295000,3,2,1120,1950,19145,1,4,3,36,2685286.85276973,227791.61717546,3193,1449.2082995142098,5
262247000,2024-02-09,339000,4,2,1728,1925,19145,1,4,4,39,2690425.62169164,225121.46470739,5326,773.2507981670387,5
622159225,2024-02-08,205000,3,1,1260,1945,19124,1,4,4,300,2718883.06379239,262342.18324479,5364,676.4925737306238,5
583165263,2024-02-09,415000,3,2,1176,1980,19116,1,4,3,365,2737994.58724906,300076.87385139,210,2729.4558614277666,1
532033300,2024-02-08,128000,3,1,1210,1955,19111,1,4,3,311,2716771.5502989,270239.60511397,3983,1899.757556373882,2
888181066,2024-02-06,440000,2,2,938,2014,19125,1,3,3,158,2702504.15101223,243378.02333854,4213,838.5314185668158,4
181049100,2024-01-31,378500,3,1,1333,1915,19125,1,4,4,158,2701939.2216959,242942.23943321,4264,1505.184978713168,5
662242600,2024-02-08,295000,3,1,1288,1959,19154,1,4,4,362,2745836.5472869,283907.71918188,958,744.965903751064,1
211025525,2024-02-15,302000,3,1,1224,1925,19127,1,4,3,210,2678328.51169956,260835.05502546,1226,1986.9076463582137,2
888087422,2024-02-15,275000,1,1,761,1900,19102,1,4,3,7,2692998.4226484,235483.7960168,12759,3094.6124626585083,3
582521537,2024-02-15,205000,4,2,2120,1985,19116,1,4,4,359,2731841.99391122,293510.10680121,994,3216.2063008139176,1
352144000,2024-02-14,230000,3,3,1238,1925,19120,1,4,4,305,2708654.10262306,271595.35043396,1573,1516.1807122156745,2
621163400,2024-01-31,175000,3,1,1176,1950,19149,1,4,4,317,2718493.11509722,265413.84737705,5064,2481.954162311447,4
102441100,2024-02-07,130000,3,1,934,1925,19138,1,4,4,265,2695575.71539406,274611.53140947,4297,2015.877537044554,5
481263300,2024-02-14,225000,2,1,971,1920,19145,1,4,4,37,2690204.75008614,226334.0938438,5682,1414.26454780948,5
888000839,2024-02-14,3470000,3,3,2207,2022,19103,1,1,1,7,2690876.59159023,235520.10565546,10426,3056.738129655492,2
888210682,2024-02-06,250000,2,2,1296,1985,19128,1,4,4,220,2670290.59306414,278734.1327443,324,3077.578693651709,1
331118000,2024-02-09,55000,3,1,1176,1920,19134,1,5,4,192,2707074.37054631,253317.91946922,9283,1790.44117714796,4
252503500,2024-02-12,280000,2,1,1708,1910,19134,1,4,2,178,2704789.05818781,249770.45117046,10034,2367.505539167091,4
161100300,2023-12-14,10000,3,1,1000,1915,19132,1,4,4,167,2694484.45937447,250849.29940647,8331,1434.222662106298,4
603061500,2024-02-14,252000,3,2,1380,1925,19139,1,4,4,85,2675001.63187039,236642.69757038,7416,2583.164771765986,2
411253200,2024-02-13,350000,3,1,1084,1920,19135,1,4,4,323,2723767.79746123,262399.53253955,4147,1226.2061546452512,7
541200000,2024-02-01,222000,3,2,1236,1950,19149,1,4,4,313,2717856.35029465,268702.58325364,4311,892.6906187734318,2
406243600,2024-01-09,162000,3,2,1024,1925,19142,1,4,3,62,2675356.46252556,224226.78605054,5066,827.5745517138203,3
662618135,2024-02-09,332000,3,2,1470,1992,19154,1,4,4,362,2747077.80563115,283989.42439905,989,1921.073668184818,1
412026300,2024-02-08,183000,2,1,906,1945,19135,1,4,4,325,2726095.89319873,264316.8977993,4303,493.43431975351007,6
572059352,2023-09-12,187000,3,1,1296,1961,19136,1,4,4,348,2732059.4173609,276780.35417154,1039,4747.899532839518,0
101197700,2024-02-12,230000,3,1,1030,1925,19138,1,4,3,266,2695320.75822681,277357.45537955,2958,529.3070500832442,2
531343900,2024-01-31,220000,3,1,1504,1925,19149,1,4,4,311,2715098.08645423,266404.96678588,3864,2581.5730830041903,3
021558100,2024-02-09,315000,2,1,824,1920,19147,1,2,2,24,2694487.57911889,230348.13437213,5094,953.1507601865985,12
344415000,2024-01-30,160000,3,1,1211,1925,19151,1,4,4,115,2667708.02014531,244744.10754864,2369,1383.9668404248948,2
383098200,2024-01-16,354900,3,2,1120,1950,19129,1,4,4,207,2683383.02554065,258207.56913872,878,1730.7074786855146,2
383063500,2024-02-09,905000,4,2,3100,1920,19129,1,4,3,207,2684966.6237514,258775.05848929,1098,2716.165740378352,2
433255600,2023-12-08,10000,3,1,928,1940,19140,1,4,4,197,2700367.36952464,259167.83854364,4974,2162.378013652002,1
071189300,2023-12-08,17000,4,1,1458,1935,19134,1,4,5,176,2702704.41832823,250841.33157463,9277,1617.5193459118411,7
133065500,2023-11-02,130000,3,1,1314,1900,19144,1,4,4,244,2691484.15500765,262229.66050397,3298,541.1699183750131,2
181346500,2024-02-06,430000,5,3,2368,1915,19125,1,4,4,158,2702048.67357673,242724.99708554,4130,1506.1151877645043,5
611254600,2024-02-15,212000,3,2,1080,1940,19120,1,4,2,274,2703899.36410107,269905.33544131,2579,1795.1856761613276,4
322104000,2024-02-13,90000,3,3,1230,1915,19121,1,2,2,152,2690983.61893523,247051.27222563,7866,763.8208015598966,5
612134100,2024-01-31,87000,3,1,990,1953,19120,1,4,4,274,2703877.66106048,268767.98371339,3080,1841.679651290982,5
501484800,2024-02-05,100000,3,2,1224,1950,19150,1,3,4,260,2690859.1611789,282269.86812688,1215,2231.5165181351704,1
321024900,2024-02-09,119775,3,1,1156,1970,19121,1,4,2,153,2693937.49524531,247777.82523447,8795,958.5889066625701,7
562001500,2024-02-01,312000,3,2,1373,1950,19111,1,4,4,337,2720326.68295239,278596.63990904,1678,3707.50350838469,1
583260036,2024-02-16,380000,3,2,1555,2012,19116,1,3,3,364,2740480.85950747,298043.55803613,185,5363.069313274383,0
888303238,2024-02-16,345000,1,1,1090,2007,19147,1,4,3,15,2693325.11064331,232815.68849213,11786,1490.4401400666131,8
211359514,2024-02-01,501625,3,3,2100,2012,19128,1,3,3,214,2676424.42758124,264308.18817104,1749,2334.8087387794253,3
331275000,2024-02-13,120000,3,1,952,1920,19134,1,4,3,192,2705952.85868172,254086.37200055,9383,1194.2148773380202,5
552120600,2024-02-14,247500,3,1,1152,1950,19135,1,4,4,320,2723592.30568624,264230.29889113,4841,510.2933507960557,7
382144600,2024-01-26,547601,4,2,2464,1930,19129,1,4,4,207,2686208.47855115,258895.27970555,1543,2423.264731459199,1
532131000,2024-02-05,360000,4,2,1626,1950,19111,1,4,2,308,2714325.43675281,272972.99531646,2496,2997.4884704556284,1
042147100,2024-02-13,94500,3,1,1100,1920,19139,1,4,2,95,2672314.73895022,240318.7607563,7920,1424.379832980633,5
411356900,2024-02-05,125000,3,1,946,1920,19135,1,4,4,321,2721440.40775906,259894.28033222,3322,526.5137166142441,4
402243800,2024-02-15,75000,3,1,1088,1925,19143,1,4,4,67,2677760.18606456,226691.31589839,4201,3153.7161953418704,2
393058700,2023-12-14,387500,3,2,1365,2023,19148,1,1,1,41,2695493.43865573,225286.17139897,5319,227.62202313598377,5
511191500,2024-01-23,118500,5,4,1820,1915,19143,1,2,2,73,2677143.82378022,232514.9417183,5176,1526.551391235325,4
303056900,2024-01-16,579000,3,2,960,1927,19146,1,3,3,12,2689658.77348781,233518.36261171,6761,1825.3416762402549,3
452184900,2024-01-17,90000,2,1,1130,1920,19134,1,4,4,188,2711095.00620581,253435.83655621,5510,290.1578592321057,4
302060300,2024-02-02,810000,3,2,1576,2007,19146,1,3,3,13,2689671.34301648,232516.81015289,5964,1739.861620815685,4
171224000,2024-01-06,114030,3,1,1280,1905,19141,1,4,4,278,2697315.70502432,270215.60975513,4432,1797.8131958702847,3
542034000,2024-02-06,320000,3,2,1850,1950,19149,1,4,3,314,2718519.11406098,270603.46363822,4365,2256.6809689809666,2
541022600,2024-02-20,260000,3,1,1166,1950,19149,1,4,3,312,2716067.14947672,267015.76707347,4458,2083.449086948053,2
493017900,2024-02-12,130000,4,1,1664,1935,19141,1,4,4,282,2698012.72790848,265137.50573814,4226,2473.776353376383,3
412003700,2024-02-09,250000,3,3,1260,1930,19135,1,3,2,325,2725997.1417558,262698.91973604,2499,1139.2264263734876,6
461200200,2024-02-08,552900,6,2,2475,1900,19143,1,4,4,79,2678552.96006957,235015.24052347,5411,2793.4441046178295,2
102418900,2024-01-31,300000,3,1,1444,1953,19138,1,4,2,264,2693328.71857573,276914.85915188,3296,1219.1530496916519,4
221121016,2024-01-24,540000,3,2,2235,2020,19119,1,1,1,253,2687131.46883115,271836.36012255,2638,1412.0682409915694,3
152230900,2024-01-24,385000,2,1,872,1913,19130,1,4,3,136,2688585.67589648,242149.47625497,4474,1279.9533410451093,6
251471900,2024-02-02,280000,3,2,1152,1920,19134,1,3,2,179,2707366.57632673,248551.75150813,6610,452.21842307346026,6
364045800,2024-02-22,289000,2,1,1120,1923,19146,1,4,2,32,2688497.50120406,228904.23273239,5023,968.4518926259616,6
583052400,2024-02-09,560000,4,3,2630,1950,19116,1,3,3,365,2735583.63833082,300782.50203329,428,1293.914496978409,1
291000076,2024-02-02,280000,3,1,1650,2024,19121,1,1,1,138,2689946.84738673,244449.1540703,6934,1270.9637411463061,5
888053771,2024-02-14,259900,1,1,1146,1900,19123,1,3,3,376,2694529.4235234,238580.4000598,11293,3355.5688365943643,2
361355700,2024-02-02,402500,3,2,1553,2018,19146,1,1,1,20,2688254.76743756,230529.79542613,4582,712.7271400926687,6
888087340,2024-02-14,255000,1,1,736,1900,19102,1,4,3,7,2692998.4226484,235483.7960168,12759,3094.6124626585083,3
662192800,2024-02-15,355000,4,2,1476,1963,19154,1,4,4,362,2743091.76799956,282199.36203431,1087,2922.0069228376533,3
411428300,2024-02-12,155000,3,1,1140,1950,19135,1,4,4,323,2724331.98038799,261419.49381721,2841,976.8018739159754,6
888652012,2024-02-16,219000,2,2,1348,1990,19114,1,4,4,351,2742270.7424106402,271904.70152129,196,4872.521069293761,0
651140700,2024-02-16,125000,3,1,1280,1953,19136,1,4,4,330,2730508.60812657,266257.30599196,2988,1534.2278111254284,3
492037600,2024-02-16,80000,3,1,1220,1940,19120,1,4,4,285,2701434.57736398,265298.2363878,4681,971.8764179195867,2
123224000,2024-02-16,551500,6,3,3261,1900,19144,1,4,4,242,2690444.85656132,262739.6115838,4140,1693.9682801647764,1
521253000,2024-02-16,285000,3,2,1478,1920,19131,1,4,4,120,2675333.59249257,252510.19995604001,1081,2235.604068132839,1
403084500,2024-02-15,205000,3,2,1536,1925,19142,1,4,3,64,2671798.90500815,226444.9833858,3062,715.7735408677507,2
314071510,2024-02-15,525000,2,2,1606,1875,19125,1,2,2,161,2703612.43586914,248445.49253429,7200,2199.8649990826643,6
092195200,2024-02-12,430000,2,1,1340,1925,19118,1,4,4,385,2679926.69551106,279830.30837347,558,2102.57470676345,1
433228000,2024-02-08,205000,3,2,870,1925,19140,1,3,2,197,2700642.62291114,259082.35282221,4869,2448.5918476804522,1
661120500,2024-02-06,345000,4,2,1470,1965,19114,1,4,4,353,2740486.3611369,282506.36896622,865,1779.2365352634465,2
621421000,2024-01-30,240000,3,2,1080,1945,19124,1,2,2,302,2716168.86154364,264042.89244179,4629,1056.369153294284,2
604138500,2024-02-06,284000,3,2,1476,1925,19143,1,4,2,81,2673779.14842297,235830.4685518,7123,1546.8299777993923,2
422469300,2024-01-31,60000,3,1,1320,1930,19120,1,4,4,286,2701773.65050472,262958.7784683,5187,2487.2610424151526,2
421422400,2024-01-31,114000,3,1,1464,1942,19120,1,4,4,289,2705866.73254165,263219.50268438,4156,1911.1922089429806,2
442197417,2024-01-15,165000,3,1,1260,1970,19139,1,4,3,104,2678301.09344731,241594.94127479,5847,1034.62430715058,4
021443700,2024-01-31,547500,4,2,1596,1905,19147,1,4,3,25,2696558.0808834,230528.28689897,4337,1235.888595322006,11
572197505,2024-01-22,268000,3,1,1296,1960,19114,1,4,4,348,2732932.93365848,277850.46653263,1101,5912.053084208218,0
291058810,2024-01-22,202000,3,2,1000,1920,19121,1,2,2,138,2690207.19922823,244486.14349763,7347,1450.6698875414675,5
482095600,2024-01-31,135000,3,1,896,1920,19145,1,4,4,36,2685347.10986707,226542.77912197,3297,1838.3745821484767,3
172175600,2024-02-12,235000,3,2,1260,1925,19126,1,4,2,267,2697390.27836598,273184.51425038,3915,1175.8350460153763,1
441121900,2023-11-27,115000,3,1,1114,1925,19139,1,4,3,93,2676603.47873232,239863.92800455,7354,1279.0467319350669,4
888057568,2024-01-24,280000,1,1,1049,1900,19107,1,4,4,376,2694789.35673057,238306.35139529,11684,3733.1500180330854,2
032008800,2024-01-29,200000,3,1,1450,1925,19139,1,4,4,83,2670333.87677023,237094.82199422,4447,961.8409784345768,4
022053000,2024-02-07,1125000,3,4,2961,1915,19147,1,3,3,18,2696381.61568515,231214.70645788,5003,1505.3755858900945,11
314118400,2024-02-01,350000,3,2,1742,2016,19125,1,1,1,161,2703790.65007964,248717.58943105,7342,2239.227769999234,7
183093800,2024-02-13,290000,2,2,756,1920,19122,1,4,2,157,2700880.66147706,245636.42236505,5683,389.41511230952494,6
364366600,2024-01-08,165000,2,1,904,1920,19146,1,4,4,33,2685841.19746156,229606.95409596,3198,1032.0141563033849,5
888181632,2024-01-23,445000,3,3,1985,2017,19122,1,1,1,144,2700367.48960315,243016.93285339,5221,843.8459816765836,7
181082100,2024-02-15,360500,4,2,1674,1905,19125,1,2,2,158,2702349.80191147,243097.00355938,4111,1066.6683066817118,4
888570440,2024-02-15,260000,2,3,2972,1993,19114,1,4,4,346,2729752.44756539,281343.31912696,1605,6893.45601393329,0
232290400,2024-01-24,147000,3,1,1288,1920,19124,1,4,4,300,2715828.78348364,259034.10849613,4741,1620.5509628838993,2
593056800,2024-01-24,480000,6,4,2740,1900,19144,1,4,3,238,2687376.83054514,266069.94317771,3912,2836.024930373375,1
251127800,2024-02-02,300000,4,1,1850,1915,19134,1,4,4,180,2709636.24337532,247838.6827243,2877,737.1342251370617,6
888062242,2024-01-25,950000,3,2,2192,2006,19123,1,3,3,142,2701562.46424732,239764.2894243,3197,2537.620818206503,1
888083974,2024-02-09,445000,2,2,1426,1980,19103,1,4,3,3,2689517.82626314,237855.22139205,6300,3783.6973410308933,1
463223300,2024-01-22,68000,3,1,1350,1925,19143,1,4,4,81,2673321.68608332,234017.49219088,5206,465.6828661821217,2
341257700,2024-02-09,60572,3,1,1128,1925,19139,1,3,3,96,2670527.44495265,240727.58966304,5951,1753.4275129575772,4
392354800,2024-02-02,200000,3,1,1040,1920,19148,1,5,4,41,2695460.87376022,223456.55071439,3889,1278.6807882441935,3
582293600,2024-02-03,435000,3,2,1173,1958,19116,1,4,4,359,2732577.51704648,296105.71709555,827,2011.0101699543984,1
061103006,2023-11-30,230000,3,1,1408,1975,19139,1,4,4,105,2678881.99353223,239803.44026463,6723,864.9732839153453,3
888301994,2024-01-25,665000,3,2,2072,2010,19146,1,3,3,13,2687497.12984523,232864.85702896,3476,1601.736965957476,5
043263500,2023-10-26,294900,3,3,1399,1925,19131,1,4,2,113,2672766.17407098,245787.45388713,5026,1254.542039055481,4
351033700,2024-02-06,202980,3,3,1476,1925,19124,1,4,4,390,2713927.14391422,265328.3367213,3483,1731.3817765653191,4
212179200,2024-02-06,345000,4,2,1985,1930,19128,1,4,4,213,2678018.26986597,263799.08289005,1688,1328.670739884606,2
593111100,2024-02-01,210000,5,3,2634,1900,19144,1,4,2,238,2685866.38540331,267258.31383246,3156,3772.772365026655,1
432255600,2024-02-07,50000,3,1,1050,1940,19140,1,4,4,198,2700139.22988907,257436.04115422,5348,3151.1571712474456,4
031038100,2024-02-05,100000,3,1,1194,1925,19139,1,4,4,83,2671450.41325106,238265.72975738,6404,1546.9369287263762,5
172428000,2024-02-12,120000,3,2,960,1925,19138,1,4,4,279,2694829.39602056,269411.56346297,4449,577.0925497008067,4
213134700,2024-02-16,345000,3,1,1363,1950,19128,1,4,3,211,2681219.16274239,264381.05941638,865,2054.8735957104764,1
888036454,2024-02-02,410000,2,2,1424,1900,19106,1,3,3,6,2696402.95455323,235080.27057713,10904,2391.862758021198,3
888064852,2024-02-01,310000,1,1,852,1995,19147,1,3,4,366,2699982.32698764,231472.96808046,2033,2083.3711400382927,5
888059134,2024-01-05,595000,2,2,1600,1860,19106,1,4,3,1,2699438.81626365,235654.28681755,3582,4076.3070644111394,0
301345700,2024-02-09,345000,2,1,784,1920,19146,1,3,3,19,2691183.33211848,231294.46253197,6042,648.1074512371753,6
888303712,2024-01-26,269000,2,1,672,1900,19146,1,3,3,13,2689595.85563464,231972.36045438,5208,1560.4969520129584,4
301069300,2023-12-26,1050000,3,3,1901,1925,19146,1,2,2,14,2690975.9188194,232750.15384629,8309,599.950241042411,5
365084600,2024-01-25,180000,3,1,1047,1925,19145,1,4,4,30,2691688.67723639,227881.45557846,5567,392.35081715901674,8
364288500,2024-01-24,174900,3,1,948,1925,19145,1,4,3,32,2686478.69881123,228639.9671848,4111,404.6909651991685,5
364187500,2024-02-06,418000,3,3,1626,2018,19146,1,1,1,32,2687542.60186714,229315.4973298,4495,816.4859398390059,6
531174700,2024-02-12,140000,3,1,1056,1941,19111,1,5,4,311,2716638.33763881,269772.37507729,4035,1511.5580268908986,2
391056700,2024-02-13,435000,3,2,1580,1905,19148,1,4,2,42,2697929.27958456,225215.36642246,4463,2371.703095997777,3
361220000,2024-02-06,312000,3,2,1392,1923,19146,1,3,3,21,2689007.63797906,230133.67942047,5201,881.0324724529742,6
112294400,2024-01-23,89900,3,1,1350,1939,19140,1,4,4,202,2692971.1746714,255561.95796013,6576,613.4999124108282,2
433220700,2024-02-08,60000,3,1,1482,1925,19140,1,4,4,197,2700678.5234299,258865.61572288,4854,2574.8963244582865,1
361121000,2024-01-31,345000,2,2,1272,1925,19146,1,3,2,31,2689032.29344156,229890.64873855,5339,851.0654221440769,6
452154400,2024-02-09,85000,3,1,1136,1925,19134,1,4,4,188,2710610.7906388,253252.49702789,6271,609.2229983258436,4
322165700,2024-02-09,175000,3,1,942,1915,19121,1,2,2,152,2690169.40632482,247480.49282388,7623,1388.5740155245055,4
361360400,2024-02-09,149000,3,2,840,1923,19146,1,4,4,20,2688166.87916189,230556.77207822,4522,736.3953052895264,6
021050010,2024-01-30,190000,2,1,448,1925,19147,1,4,4,24,2694209.45861214,231247.40553947,7212,550.7900871144485,10
401253800,2024-02-09,170000,3,1,1494,1965,19142,1,4,3,65,2674651.25494649,228105.69003813,5234,1342.7000630132216,3
531297600,2024-02-07,195000,3,1,1168,1920,19149,1,4,4,311,2715129.87969773,267701.42219822,4370,1292.0646174817373,2
352091900,2024-01-23,175000,3,1,1440,1925,19120,1,4,4,305,2708919.75399464,270334.60131505,1917,1117.1854966511478,2
332497800,2024-01-24,100000,3,1,1312,1925,19124,1,4,4,190,2710954.97138089,256766.71473697,3927,2005.3138625913016,5
888210171,2023-12-12,239999,2,2,1054,1970,19129,1,4,4,208,2682310.66908956,258726.60320564,952,968.5287163443284,1
021160504,2024-01-02,700000,4,2,2382,2017,19147,1,1,1,25,2698610.94915298,229356.37749738,3396,304.8869529731159,6
133069700,2024-02-07,34000,3,1,1298,1920,19144,1,5,4,244,2691577.00160673,262511.17929788,3927,610.5160429283133,2
171106300,2024-02-06,210000,3,1,1098,1925,19138,1,4,3,279,2694502.08171456,268629.12408297,4154,271.47564990903385,4
082080500,2024-02-05,1100000,2,2,1364,1800,19103,1,4,4,8,2689799.28829865,235278.08579829,7505,1975.8346587552253,2
364284000,2024-02-05,205000,3,1,956,1925,19145,1,4,4,32,2686544.22689539,228541.78299797,4158,288.34104355640784,5
661159300,2024-02-09,272000,2,1,897,1967,19114,1,4,4,353,2740406.16313456,283383.70743464,847,987.3576684933475,2
888520210,2024-01-31,140000,1,1,986,1960,19131,1,4,4,122,2680382.06008589,252654.43916889,1221,5502.453564033679,0
211291800,2024-02-15,375000,4,2,2581,1900,19128,1,3,3,210,2677895.86919214,262176.51723754,1606,1603.5104209853987,2
211291900,2024-02-15,365000,4,2,2352,1920,19128,1,3,4,210,2677875.40663464,262196.26588571,1619,1593.8278807236081,2
572000008,2023-10-05,650000,4,3,3168,2024,19114,1,1,1,348,2738106.9072344,277739.49857871,1082,1498.429192815233,2
262369800,2024-01-31,560000,3,2,2124,2004,19145,1,4,3,373,2688226.94433048,219940.2916708,1356,3135.3416748637474,1
451418800,2024-02-13,168750,3,1,1008,1910,19134,1,3,2,382,2709834.25118139,250736.27830705,7124,1844.9305403544195,6
332224000,2024-02-07,225000,4,2,1320,1925,19124,1,4,3,191,2708644.27390257,256073.56618889,5439,1112.1799232530195,5
888500900,2024-02-13,749500,2,2,1228,2015,19147,1,3,3,10,2699009.85944439,232682.02865447,3217,2379.006642388511,4
662184000,2024-01-23,300000,3,1,1216,1973,19154,1,4,4,362,2744883.92255172,286753.3450523,1584,2521.1370422104296,2
582435200,2024-02-12,280000,2,1,880,1970,19116,1,4,4,357,2728523.6271884,296413.87199105,719,2078.4759345740567,1
