parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_15min_walk,dist_to_park_ft,park_within_15min_walk
651071100,2024-01-30,180000,3,1,1180,1950,19136,1,4,4,330,2730168.29220614,266089.86046071,3059,1198.363349889882,3
132206900,2024-02-02,55000,3,1,1450,1950,19140,1,4,4,280,2694845.50425605,261926.41078238,4473,1191.9200106577196,3
172435500,2024-01-26,215000,3,1,1158,1925,19138,1,4,3,277,2694933.0742909,272546.25896521,4311,1576.1949159740914,5
411237700,2024-01-24,156000,3,1,1200,1935,19135,1,4,4,323,2724039.34547456,262708.17431071,4120,1069.4435102072937,7
663087900,2024-01-24,335000,4,1,1360,1961,19154,1,4,4,363,2744531.42424098,292504.14030921,804,1677.9017022624182,2
251415100,2024-02-06,350000,4,2,1800,1925,19134,1,4,4,180,2708461.80084232,248811.05807613,5290,1214.0766285918235,6
391320700,2024-01-29,250000,3,1,972,1920,19148,1,4,4,42,2697207.45392849,223608.02842979,4124,1003.4326896010632,2
621592100,2024-01-30,168000,3,1,1308,1940,19149,1,4,4,317,2720574.16113198,265681.23037246,4641,1004.6836628875117,4
622264800,2024-01-29,60000,3,1,960,1925,19124,1,4,4,300,2717469.48361431,261303.25356413,5465,1924.8934746534774,5
442055600,2024-01-31,75000,4,1,1560,1920,19131,1,2,2,103,2676282.70542373,241332.53497547,7828,460.43331043070316,5
541248900,2024-02-05,195000,3,1,1152,1950,19149,1,4,3,312,2717818.80246948,267343.31267822,4617,1324.9334683928469,2
401214100,2024-01-15,79000,3,1,1024,1925,19142,1,4,4,65,2674403.58615048,228671.76042829,4694,1201.2521481238641,3
463114300,2024-01-20,155000,3,1,1260,1925,19143,1,4,3,81,2674189.9602654,234428.17378421,5848,507.9097314438211,2
631216200,2024-01-31,270000,4,2,1062,1957,19111,1,4,4,340,2716465.88982098,278774.35379246,1511,2740.6838291182657,1
341192650,2024-02-05,81000,3,1,1044,1925,19139,1,4,4,96,2671021.1319574,240381.45649704,6597,2354.7756968168123,5
421057200,2024-01-30,205000,3,1,1600,1935,19120,1,4,4,288,2704526.62301715,261628.33591922,4681,201.10887553830565,1
401006300,2024-01-11,225000,3,2,1192,1925,19143,1,4,2,70,2676493.40382123,229143.04557496,5046,982.3139383062806,2
888091506,2024-02-01,263500,1,1,687,1970,19130,1,4,3,125,2691010.67695197,239862.18030463,6379,1577.035464472435,2
482259900,2024-01-25,95000,3,1,1036,1920,19145,1,4,4,37,2687958.28312239,226856.15776029,5066,1104.0436284151192,4
252261000,2024-02-01,73000,3,1,1040,1920,19134,1,4,4,178,2706924.7550319,252047.43152463,9995,1416.3760937358452,3
181474900,2024-01-30,865000,3,2,2775,2024,19125,1,1,1,158,2702588.5117359,245639.27636197,4930,594.3160968639935,5
514021700,2024-01-25,35000,3,1,960,1920,19143,1,4,4,71,2676688.68886372,230190.86762629,5077,1580.328927030479,2
202275700,2024-01-24,280000,3,2,1224,1965,19122,1,4,2,146,2695358.07212856,244457.44407997,7302,1547.506412407822,6
888080390,2023-11-27,185000,1,1,624,1977,19102,1,4,4,8,2692933.46674156,234488.57195738,13079,2410.0650939579555,4
043119100,2024-02-02,68000,3,1,1164,1920,19131,1,4,4,112,2673150.63524431,242793.88999239,7509,1865.0159293646598,5
071168000,2024-01-11,185000,3,2,1606,1935,19125,1,3,3,176,2702520.35471998,250477.75257738,8751,1219.6242826844143,4
092217200,2024-01-25,545000,3,1,1658,1925,19118,1,4,4,385,2678964.46777673,280430.81012522,345,2918.7253762216847,1
332104600,2024-02-06,176000,2,1,720,1925,19124,1,4,4,191,2710087.19063614,258975.49083121,3099,908.5417124244261,4
531033000,2024-02-07,246500,4,2,1152,1947,19111,1,4,4,311,2715420.71605831,268581.52148788,4208,397.67123722671863,2
888660570,2024-01-26,170000,1,1,630,1970,19154,1,4,4,363,2743964.24919423,289446.67759213,1207,1695.1837724756883,2
531087700,2023-12-01,193000,3,1,1116,1948,19111,1,4,4,311,2715646.79533055,269439.94628021,4096,550.0084759842254,2
513130800,2024-01-29,200000,3,1,1230,1920,19143,1,4,2,72,2675074.51886372,232395.55153713,5259,2335.4909928143993,3
211337077,2023-12-08,330000,3,1,1264,1940,19128,1,4,2,209,2679487.76266189,260354.91950279,961,3202.618848348311,3
582287600,2024-01-22,375000,3,2,1716,1969,19116,1,4,4,358,2729857.19899631,298427.39585114,772,2087.176001309262,1
382079400,2024-01-13,378000,3,1,1418,1939,19129,1,4,3,207,2686454.64603782,257604.5332713,1633,1123.6259066985526,1
888270094,2024-01-18,325000,1,1,707,1800,19104,1,3,3,87,2681172.3062088,235210.93665439,3960,3292.91046585242,2
332216600,2024-02-01,130000,3,1,1040,1925,19124,1,4,4,191,2708633.58888456,256495.64802188,4308,1427.0616146510256,4
122038900,2024-02-02,210000,4,1,1699,1900,19144,1,4,4,246,2690540.05486172,266189.25560313,4839,1900.5738038405123,3
612306400,2024-01-19,210000,3,2,1120,1935,19120,1,4,3,275,2701700.03746298,267281.58806413,4386,1643.962027877271,4
421618200,2024-01-29,138500,3,1,1242,1930,19124,1,4,4,289,2707871.97328182,260618.65257113,2623,1885.5972391174423,2
133098600,2023-09-13,30000,2,1,784,1920,19144,1,7,7,242,2691275.25778764,262735.44984671,4262,983.4535368384762,2
888561027,2024-01-30,106000,1,1,737,1960,19152,1,4,4,334,2723572.2453589,272896.55288404,3269,3981.9719386992174,0
022326500,2024-02-02,422647,2,2,1155,2008,19147,1,3,3,18,2693910.31354114,231602.96552388,7887,579.5949370321039,10
404098800,2023-11-06,172000,3,1,960,1920,19153,1,4,3,60,2672591.44312122,220762.88024871,2845,2563.1668878781556,2
302094300,2024-01-29,468000,3,1,1433,1925,19146,1,4,4,13,2689059.79240231,232345.11036505,4474,2205.9587955274865,4
451085200,2024-01-24,225000,3,1,1058,1920,19134,1,4,4,379,2713025.94066414,249926.16608213,2427,1452.4634658949535,4
282373200,2024-01-12,47500,3,1,924,1915,19132,1,5,4,169,2688667.77579789,252144.28139655,5204,2360.0369889929125,4
394437900,2023-12-19,300000,3,1,1328,1925,19148,1,4,4,40,2692527.5338264,225044.6790998,5163,1376.2474734710847,6
313068000,2024-01-19,455000,3,2,1369,2021,19125,1,1,1,161,2702780.0704079,246915.11075255,5334,1566.9856570754519,7
343228300,2024-02-02,220000,3,1,1120,1949,19151,1,4,4,98,2664170.81560557,244329.72550339,979,3263.9512205141828,1
391324400,2023-12-22,160000,3,1,1004,1920,19148,1,4,4,42,2697132.92684656,223036.99315456,3503,595.4478257732237,2
888520251,2024-02-02,107400,1,1,578,1960,19131,1,4,3,122,2680382.06008589,252654.43916889,1221,5502.453564033679,0
332532300,2024-02-05,165000,3,2,1200,1925,19124,1,4,4,190,2711416.50490664,256758.83712804,3907,1927.7354898289532,5
582312900,2024-01-30,330000,3,2,1200,1969,19116,1,4,4,358,2730011.46706048,299018.24178229,710,2608.462986395807,1
888112296,2024-01-31,186000,1,1,618,1900,19103,1,3,3,4,2690099.00390656,236117.88070664,7965,2697.3725002055326,1
542091700,2024-01-30,239800,3,1,1208,1950,19149,1,4,4,314,2720877.19497474,270019.54453047,4689,2760.138376420878,2
322040100,2024-01-29,100000,5,1,1461,1915,19121,1,4,4,152,2692038.73132631,248216.22265163,8828,1887.2496782648855,6
321247400,2024-01-23,235000,6,2,1704,1915,19121,1,4,4,153,2692927.96544023,247346.35562496,8690,1298.4905364396402,7
303040500,2024-02-05,645000,3,2,960,1911,19146,1,4,2,12,2690566.7838109,233423.15118797,8371,1377.7049527485394,4
365233000,2023-11-01,130000,3,1,927,1923,19146,1,4,5,30,2690838.38136481,228615.84059264,5496,1515.6566223549362,9
365192900,2024-01-20,381000,3,1,1248,1925,19146,1,4,3,30,2691192.28780922,228933.83569154,5413,1535.0479695822264,10
888080415,2024-01-26,285000,1,1,726,1977,19102,1,4,3,8,2692933.46674156,234488.57195738,13079,2410.0650939579555,4
181000005,2024-01-18,995000,4,3,2504,2024,19125,1,1,1,158,2701958.18589681,243929.86573879,4691,1308.9622821337052,5
021617300,2024-02-05,400000,2,1,1008,1920,19147,1,3,3,23,2693116.50968257,229579.56044997,5163,573.4195921031995,10
344328300,2024-01-24,120000,3,1,1078,1925,19151,1,4,4,115,2668476.8063374,245160.7569778,2609,2098.1893611041924,3
632081200,2024-01-11,590000,3,2,1804,1965,19115,1,4,4,344,2722554.7631419,285703.0223498,530,1370.7037421284188,1
101192200,2024-01-26,227000,3,1,1470,1925,19138,1,4,2,266,2695591.80820964,278334.54791355,2257,1496.0276497186521,2
888310252,2024-01-23,370000,2,2,1690,2015,19125,1,3,3,161,2704161.57748739,247703.83227222,6320,1865.8892851266924,5
888303955,2024-01-29,285000,1,1,760,1915,19146,1,3,3,13,2689423.11516649,232136.84437738,5079,1798.9477865584222,4
222060500,2024-02-02,300000,3,1,1290,1925,19119,1,4,3,253,2686284.37406865,273159.0749968,2193,1270.0707695196184,3
121017700,2024-02-02,169000,2,1,702,1920,19144,1,2,2,245,2693668.28384148,264828.14415213,3697,462.85726274617167,3
351281300,2023-12-14,190000,3,1,956,1940,19124,1,4,3,390,2712934.89557065,266856.20800938,3309,2102.769312041706,2
364447900,2023-12-16,210000,3,1,1088,1923,19146,1,4,3,33,2684486.13750765,229967.89300664,2106,373.3604862734156,4
888303280,2024-01-23,570000,2,2,1396,2007,19147,1,4,3,15,2693325.11064331,232815.68849213,11786,1490.4401400666131,8
663263900,2024-01-03,300000,3,1,1360,1961,19154,1,4,4,363,2747494.37271139,290977.59021272,797,2153.928655516227,2
593009400,2024-01-27,349000,3,2,1621,1950,19144,1,4,3,241,2688501.69017206,265816.8199963,4495,2297.510220040995,1
033218200,2024-01-31,119000,3,1,1024,1920,19143,1,4,4,82,2670690.62868139,232598.86182605,2068,3077.9841140307553,2
662024500,2024-01-20,335000,3,1,1380,1963,19154,1,4,2,361,2741560.34356898,289273.12249304,802,948.0499335221646,1
057024616,2024-01-23,495000,3,2,1920,2014,19123,1,3,3,142,2700827.70489006,242138.92968813,4673,1680.4036958198724,6
243229700,2024-01-18,115000,2,1,738,1935,19104,1,3,3,110,2682199.85500672,243474.21835613,3025,1180.067395387309,6
493005900,2024-02-02,27000,3,1,1200,1940,19141,1,4,4,282,2698922.24839914,265549.13352379,4608,1630.656862061581,2
604048400,2024-01-12,60000,3,1,1302,1925,19139,1,4,4,84,2674180.84151722,237265.55328006,8120,1731.7820908206547,3
031092900,2024-02-05,185000,3,1,1008,1925,19139,1,4,3,83,2671716.50392623,237393.07041347,5925,800.1899597752255,5
612268900,2023-12-22,200000,3,1,1092,1945,19120,1,5,4,275,2701386.86518906,268819.05382122,3983,815.2363106379078,4
888050994,2024-01-26,315000,1,1,778,1973,19106,1,4,4,10,2696743.56574865,233862.10962763,8897,1168.2577937042522,3
552270000,2024-01-31,216000,3,1,1120,1945,19135,1,4,4,319,2721421.25392598,263045.54174621,4503,1981.2111283178363,7
023316900,2024-02-02,944000,3,3,2279,2013,19147,1,3,3,15,2694378.5813054,232275.3457408,9930,692.7448462569296,9
181385404,2024-01-09,735000,4,3,2406,2018,19125,1,1,1,158,2703140.35676081,243734.34939755,4100,291.7575009957216,4
433342600,2024-01-26,95000,3,1,1138,1925,19140,1,4,4,197,2699657.89653414,260199.51922305,5610,1266.2375419463062,1
211531000,2024-01-22,259000,3,1,840,1900,19127,1,4,4,214,2675744.0414748,263903.49081771,1606,2001.1245096318953,3
313195000,2024-01-20,2338341,3,2,1450,1925,19125,1,4,4,160,2704020.44095865,246534.67417747,4881,1878.9758408446162,6
281041100,2024-01-20,2338341,3,1,1102,1915,19132,1,5,4,169,2689916.9248744,250040.79347755,7635,1186.0025411357353,4
582182100,2024-01-26,352700,3,2,1548,1968,19116,1,4,4,357,2728118.64538682,297575.58587496,572,2714.5866006505557,1
402089000,2024-01-24,85000,3,1,960,1953,19142,1,4,4,67,2676930.12932573,225268.96834938,4516,1856.6502286728407,2
252224900,2024-01-20,2061658,3,1,780,1920,19134,1,5,6,179,2707510.77321681,250320.62034571,9401,2209.5827898034536,5
322226300,2024-01-20,2061658,3,1,1470,1915,19121,1,3,3,152,2691116.61473224,247332.97704279,7928,954.9695389617392,6
361120500,2024-01-20,2338341,3,1,1134,1925,19146,1,4,4,31,2689113.13973656,229879.03721322,5355,930.8597286616309,6
091151800,2024-01-31,607000,4,2,2048,1925,19118,1,4,3,257,2682323.74386656,278429.21439089,960,2230.84242973306,1
281281800,2024-01-20,2338341,3,1,798,1915,19132,1,3,3,169,2690549.53909473,251037.45060496,7591,1416.8616943232114,3
262012800,2024-01-16,230000,3,1,1200,1925,19145,1,4,4,39,2690268.4399194,222728.28773521,3772,618.9409864237773,2
281118700,2024-01-10,35000,3,1,1020,1915,19132,1,4,4,172,2689303.83062814,252666.93094181,5671,1614.434353257336,3
282026500,2024-01-20,2338341,3,1,984,1915,19132,1,5,4,172,2688738.05780956,252528.07262371,4999,1997.2324012505044,4
582368800,2024-01-06,395000,3,2,1742,1969,19116,1,4,4,358,2728164.60887755,298965.80619164,333,3482.7157030298113,1
502408700,2024-01-11,325000,3,2,1726,1950,19150,1,4,4,261,2689823.58155714,278426.06905596,1966,1635.351574723535,1
888050627,2024-01-23,400000,1,1,1063,1973,19106,1,4,4,10,2696743.56574865,233862.10962763,8897,1168.2577937042522,3
463024200,2024-02-01,249900,3,2,1062,1925,19143,1,4,2,81,2672627.12972964,235659.66541572,6140,1442.0794710425114,5
604195600,2024-01-30,185000,3,1,1232,1925,19143,1,4,4,83,2672161.82422981,236043.29653822,6057,1089.448053191757,5
888064922,2024-01-08,935191,3,2,1957,1995,19147,1,3,4,366,2699982.32698764,231472.96808046,2033,2083.3711400382927,5
211509600,2024-01-11,405000,3,1,896,1920,19127,1,4,2,214,2675481.52198672,263431.12266797,1401,2175.795400315524,3
221239365,2024-01-24,210000,3,1,1144,1997,19119,1,4,4,253,2687236.30556373,272917.99444221,2439,1189.2477353005017,3
888650765,2024-01-30,180000,1,1,806,1972,19114,1,4,4,351,2741507.82300472,272544.98600188,241,3953.218544395005,1
552395500,2024-01-31,250000,3,1,1120,1950,19135,1,4,3,320,2724431.56188172,264270.28404738,4633,500.3284018312605,7
071104800,2024-02-02,255000,3,2,1152,1920,19133,1,3,2,176,2702055.77789323,252626.91166489,8867,1879.516147552444,7
411269300,2024-01-31,140000,3,1,1076,1920,19135,1,4,4,323,2723770.01399224,262248.52365522,4078,1207.735066034806,7
401348400,2024-01-30,282000,4,2,1482,1920,19142,1,4,2,66,2674452.56341472,225823.98528397,5401,1034.1784468567569,4
212390290,2024-01-31,335000,4,1,1200,1960,19128,1,4,4,219,2671030.30943248,272348.28757638,623,6167.175051991555,0
212010400,2024-01-08,395000,3,1,1440,1930,19128,1,4,3,210,2679984.30399165,261818.26762597,1192,1876.9403563773885,2
311195600,2024-01-20,2061658,2,1,696,1920,19125,1,4,5,161,2703985.81110665,247785.34916955,6340,2059.636660283368,5
311195700,2024-01-20,2061658,3,1,786,1920,19125,1,4,4,161,2703993.27565865,247795.21233881,6346,2056.9977423331525,5
491238800,2024-01-20,2338341,3,1,1080,1950,19120,1,5,5,284,2700056.60997556,263043.53748514,5317,2087.868436599714,2
462106800,2024-01-20,2061658,4,1,1800,1925,19143,1,5,4,80,2674798.35340557,234412.91462839,6006,1103.2416170422925,2
513179900,2024-01-31,145000,3,1,1098,1925,19143,1,4,3,72,2674241.00511082,231839.42043155,4855,2504.6948959002425,2
513193100,2024-01-20,2338341,3,1,1128,1920,19143,1,4,4,72,2675255.91777915,232583.4573293,5442,2304.3919577187503,3
072107100,2024-01-20,2061658,3,1,784,1935,19140,1,4,5,383,2701850.84654456,259289.18508571,4807,3537.51472167595,2
433341100,2024-01-20,2338341,3,1,1200,1925,19140,1,4,4,197,2699615.58034581,259898.80427329,5450,1227.5975855518404,1
344320100,2024-01-23,250000,3,1,1372,1925,19151,1,3,3,100,2669107.32279289,243404.39762963,3941,1797.0556998127204,3
212487800,2024-02-01,299900,3,1,1080,1930,19128,1,4,4,215,2674776.81604706,267811.51581004,1146,2554.4451127845505,1
071186400,2024-02-01,55000,4,1,1080,1935,19134,1,4,4,176,2702636.22587931,250767.91341439,9077,1517.762037957533,7
381045500,2024-01-20,2338341,3,1,1320,1925,19132,1,5,5,171,2691074.10595898,254335.68941531,5549,1230.2380750642697,3
381215200,2024-01-20,2338341,3,1,812,1940,19132,1,4,4,171,2689960.9700619,254443.94871321,5424,280.46574881121006,3
381215300,2024-01-20,2338341,2,1,812,1940,19132,1,4,4,171,2689962.91034673,254458.70852621,5418,294.86245030793646,3
362000032,2023-11-06,230000,3,1,1152,2024,19146,1,1,1,33,2685055.6688489,230444.21456055,2384,406.1861902242721,4
602009200,2024-02-01,125000,3,1,960,1920,19139,1,3,5,85,2676629.48721048,238196.3831113,7293,2943.757051263428,3
212297100,2023-12-27,625000,3,2,3188,2019,19128,1,1,1,215,2674569.67407289,266066.62920797,1370,809.2263049819835,1
133034000,2024-01-24,258000,3,2,1216,1930,19144,1,4,2,243,2692182.16575073,261268.06531429,3412,824.8549536711292,2
888056760,2024-01-22,245000,1,1,507,1870,19106,1,4,4,1,2698596.19065231,237479.9455678,4948,2628.5043584917025,1
102404400,2024-01-24,225000,3,1,1136,1925,19138,1,4,3,265,2695139.87538648,273891.99413463,4203,2314.13046858493,5
431070300,2024-01-31,29000,3,1,940,1925,19140,1,4,4,199,2698902.24384598,254986.17367864,7016,1784.1280658170417,4
531304400,2024-01-03,175000,3,1,1172,1920,19149,1,4,4,311,2715088.35812722,267410.45526047,4355,1585.8458482544443,3
552307800,2024-01-26,150000,3,1,1620,1940,19135,1,4,4,319,2721523.3869238,262737.89209905,4469,2098.867916976245,7
032144900,2024-01-01,229900,3,1,1140,1925,19143,1,3,3,82,2671451.37158248,235392.63970305,4535,1974.8268652052952,5
332455200,2024-02-01,157000,3,1,1260,1925,19124,1,4,4,190,2710426.73851348,256406.95397355,4070,1401.0428292962083,5
432296900,2024-01-20,2338341,3,1,1050,1940,19140,1,4,4,198,2699281.55673565,257467.51287605,5725,2741.52870328712,3
433281700,2024-01-20,2338341,3,1,854,1925,19140,1,4,4,197,2700023.84462115,258898.42963363,5022,1999.126953097972,1
663350700,2024-01-17,230000,3,1,1224,1965,19154,1,4,4,363,2747236.57335822,288964.81831963,1482,2112.944264315276,2
888210315,2024-02-01,242000,2,2,1124,1970,19129,1,4,4,208,2682310.66908956,258726.60320564,952,968.5287163443284,1
243037100,2024-01-20,2061658,3,1,1004,1925,19104,1,4,4,108,2683321.58110973,240966.62789889,4223,451.97768827518263,7
102368500,2024-01-20,2338341,3,1,1224,1925,19138,1,4,4,265,2694374.16071056,273631.81420881,3983,2031.6586160243519,5
303096000,2024-01-31,700000,4,2,1824,1915,19146,1,4,4,12,2689352.78919165,233561.3786018,6198,1538.2166760469638,4
121140900,2024-01-20,2338341,3,1,1133,1900,19144,1,4,4,245,2693148.36034064,267440.79214205,3840,2043.6549782339866,4
491216700,2024-01-20,2338341,3,1,1140,1935,19120,1,5,4,284,2700285.44678822,263444.61739163,5304,1654.3600623408884,2
491356100,2024-01-20,2338341,3,1,1392,1935,19141,1,3,5,283,2699208.97387557,263737.40519188,4867,1857.8381302553464,3
493085100,2024-01-30,129000,4,2,1700,1935,19141,1,4,2,283,2698850.54152156,264988.50373955,4542,1638.392587508678,3
421570500,2024-01-23,60000,3,1,912,1930,19120,1,4,4,289,2706481.19817624,260580.66642663,3231,2085.2992874085844,2
221000003,2024-02-02,524900,3,3,2346,2023,19119,1,1,1,253,2687234.98174748,271732.3869053,2690,1266.6853958756633,3
102083500,2024-02-01,242400,3,2,1134,1925,19138,1,4,2,267,2695083.76329398,273309.79188697,4208,2184.9616589025895,5
212331571,2024-01-17,410000,4,2,1782,2000,19128,1,4,2,215,2674172.80675639,267254.60517846,1151,1959.5122729993077,1
302016500,2024-01-23,420000,2,1,802,1920,19146,1,4,2,13,2689426.39107856,233206.99971738,6324,1806.3706416332204,4
888052197,2024-01-12,253000,1,1,699,1963,19106,1,4,4,10,2698810.5704729,233766.75581571,4062,2427.007830235348,2
888304210,2024-01-12,415000,2,2,1500,2012,19146,1,3,3,14,2691050.03546906,233140.84663446,9061,886.620746044352,5
081134240,2024-01-26,1831500,4,4,2793,2013,19146,1,3,3,12,2691107.33751981,233623.53562972,10290,1329.7662692800984,5
291000075,2024-01-10,280000,3,1,1650,2024,19121,1,1,1,138,2689944.94483148,244434.2741788,6929,1279.7769065687094,5
888660501,2024-01-09,250000,3,2,1200,1970,19154,1,4,3,363,2743964.24919423,289446.67759213,1207,1695.1837724756883,2
432255500,2024-01-31,50000,3,1,1174,1940,19140,1,4,4,198,2700137.15016881,257421.01067246,5347,3162.5552490044192,4
888090986,2024-01-25,229000,1,1,674,1970,19130,1,4,3,125,2691010.67695197,239862.18030463,6379,1577.035464472435,2
562062900,2024-01-30,395000,3,1,1836,1960,19152,1,4,3,336,2723096.13771531,277502.51578496,2672,732.0665024955965,2
131333000,2024-01-20,2061658,3,1,1140,1930,19140,1,4,4,205,2694685.54886732,260125.91667996,4635,2649.940051650439,3
131337100,2024-01-20,2061658,2,1,714,1920,19140,1,4,4,205,2694466.11492299,259998.04849738,4680,2867.4348081460885,3
381144800,2024-01-20,2338341,3,1,1295,1940,19132,1,4,5,171,2690474.49823432,254037.41442131,5523,638.669394175937,3
071450600,2024-01-20,2061658,3,1,784,1920,19134,1,4,5,177,2704341.89307165,252640.15179588,10825,1311.302053378217,3
331323800,2024-01-30,25000,3,1,1120,1920,19134,1,4,4,177,2706423.32919748,252343.23637922,10031,968.2386905773263,3
403135700,2024-01-30,52500,3,1,1080,1920,19142,1,4,4,63,2673400.52680489,225564.35949089,4926,1149.5907997905072,3
542377100,2023-12-21,190000,3,1,1260,1950,19149,1,4,4,314,2719426.06369065,269558.40568897,5009,1419.5003417535881,1
552411500,2024-01-31,250000,3,2,1148,1950,19135,1,4,2,323,2723937.16654506,263735.74443404,4560,597.177378840946,7
652166826,2024-01-31,400000,3,1,1221,1965,19114,1,4,2,352,2738955.64733481,275475.07298946,834,920.1111348380535,2
231036100,2024-01-26,240000,3,1,1380,1940,19124,1,3,3,380,2716759.23076972,256278.52804931,2581,2471.7255515125826,3
111196600,2023-11-14,215000,4,2,1736,1925,19132,1,3,2,201,2694953.0703139,253817.41978255,8328,2393.6888181049994,2
651297700,2024-02-01,165000,3,1,960,1955,19135,1,4,4,326,2728768.46232864,264609.39590196,2773,966.6249095121572,4
092020900,2023-12-30,425000,3,1,1090,1925,19119,1,4,4,388,2683165.17361414,272334.10748664,1231,3088.5184288995733,1
122146000,2024-01-22,20000,3,1,784,1920,19144,1,4,4,246,2691041.12439765,266532.71653038,4955,1948.4495699611612,3
213329800,2024-01-25,267500,3,1,1216,1955,19128,1,4,4,217,2676626.92291115,267775.20420288,1125,3389.9320723338546,1
404106000,2023-12-27,160000,3,1,1360,1920,19153,1,4,4,60,2671780.39553073,220843.2386838,2548,2223.7517452249517,3
311063200,2024-01-31,239000,2,1,952,1875,19125,1,3,2,161,2703296.97357357,249069.26261221,7259,1655.3877752131987,6
262055100,2024-01-22,240000,2,1,1006,1920,19145,1,4,4,39,2690247.2490169,224893.16431096,5169,1016.9414116191815,4
281268000,2023-12-18,36000,4,1,1726,1915,19132,1,4,4,169,2690193.38035823,250849.91357847,7421,1791.7215679434514,3
312037200,2024-01-16,265000,3,1,1112,1925,19125,1,4,3,160,2705225.58979507,246730.5609248,4654,662.2097649097656,5
324187701,2024-01-25,180000,3,1,1086,1915,19121,1,3,2,149,2687889.90268172,246953.87707922,5361,1988.46993948201,5
324096600,2024-01-20,2061658,3,1,964,1915,19121,1,4,4,149,2689616.86084197,246789.4466338,7004,1590.9375702644359,4
321171200,2024-01-12,325000,3,3,1300,1925,19121,1,4,3,153,2693600.65175889,247995.56790921,8790,1270.4339422667485,7
365137500,2024-01-20,2338341,3,1,1232,1925,19145,1,4,4,30,2691413.35101539,228090.08803521,5623,736.8139708257366,9
011460300,2024-01-31,699900,3,3,2400,2024,19148,1,1,1,27,2696118.64967565,227457.61259413,4789,2032.9293680213625,9
364290000,2024-01-20,2338341,3,1,1080,1925,19146,1,4,4,32,2686503.40217389,229271.19394071,3866,1007.5801120456404,5
364338100,2024-01-23,141000,3,1,1114,1925,19146,1,4,4,33,2686081.61594398,229488.75781006,3518,1246.0276128219227,5
342272000,2024-02-02,105000,2,1,994,1925,19151,1,4,4,101,2671288.61534631,243257.8926733,6280,2810.385615417782,4
364354700,2024-01-24,115000,2,1,854,1920,19146,1,4,4,33,2685941.35441348,229694.76592821,3266,997.3931021129712,5
441127900,2024-01-20,2338341,4,1,1620,1925,19139,1,4,4,93,2676486.28277248,239390.78754663,7543,1761.581118818364,4
342060900,2024-02-01,255400,4,2,1536,1920,19151,1,4,3,114,2671064.62465256,244984.11691113,4467,1365.546749552254,3
541249500,2024-02-02,184750,3,1,1152,1950,19149,1,4,4,312,2717892.82102223,267452.16285421,4622,1194.1503615567676,2
351215200,2024-01-18,95000,3,1,1128,1925,19120,1,4,4,305,2709635.19646139,268650.88749088,2305,2161.742047236473,1
888111778,2024-02-01,182000,1,1,618,1900,19103,1,3,4,4,2690099.00390656,236117.88070664,7965,2697.3725002055326,1
171280500,2023-12-18,49000,3,1,1180,1925,19141,1,4,4,279,2695744.17995214,271084.81175688,5007,1800.8561255124969,4
888561590,2024-01-31,290400,2,2,1752,2007,19115,1,4,3,345,2726558.93590781,285679.24451022,1048,5305.862169260649,0
043311500,2024-02-15,295000,4,2,1402,1925,19151,1,4,2,113,2672126.78985105,245367.23031813,4984,1022.5699377124705,4
301217400,2024-02-08,435000,3,1,1060,1925,19146,1,4,4,19,2690789.77614707,231656.36403914,6063,795.4562058289796,6
365113500,2024-02-08,127500,3,1,784,1920,19145,1,5,5,30,2691523.65886565,227588.53490447,5571,452.29415905177444,7
181176200,2024-02-15,521500,3,1,1026,1920,19125,1,3,4,158,2702736.26668973,245082.6409923,4893,875.2957513665955,5
181176100,2024-02-15,521500,2,1,1026,1920,19125,1,3,4,158,2702748.53995915,245077.01600355,4889,888.6633077589194,5
211052200,2024-02-15,333000,3,1,1350,1950,19127,1,4,3,210,2678089.45705956,261539.90958688,1476,1640.2832781943057,2
361152700,2024-02-09,440000,3,2,1536,1920,19146,1,2,2,31,2690563.22902797,229625.63253629,5583,1247.8974710295631,7
888630035,2024-02-09,220000,2,2,1234,1973,19115,1,4,4,344,2724031.87534514,284819.1166373,752,3081.7578058331733,1
395332100,2024-02-16,300000,3,1,1080,1960,19148,1,4,3,372,2692432.38539465,222927.80538079,4203,2689.8893323867474,3
571077000,2024-02-16,380000,3,2,1095,1959,19152,1,3,2,347,2729114.69818473,275509.87770988,1028,4121.293875521867,0
313045400,2024-02-13,270000,4,1,1836,1875,19125,1,4,4,160,2703323.42463614,245671.08994663,4436,1328.3641878785677,5
364259100,2024-02-02,125000,3,1,968,1925,19145,1,4,4,33,2686245.01358306,228168.31524096,3933,421.7884493299508,5
381051700,2024-02-09,118000,3,1,1170,1940,19132,1,4,3,172,2690841.43483639,253396.67882614,5913,1264.229850390407,3
091224100,2024-02-13,720000,5,1,1813,1920,19118,1,4,4,387,2681029.01614106,281581.07652546,613,1285.7412814474046,1
652196300,2023-12-08,294750,4,2,1336,1943,19136,1,4,4,349,2735346.91537906,272975.82831605,1354,2407.4688846011263,1
364017400,2024-02-15,190000,3,1,1064,1920,19146,1,4,4,32,2688559.7386124,229299.15549897,4862,642.6299693129622,6
191107200,2024-02-09,340000,4,3,1905,2023,19133,1,1,1,163,2701120.47628614,248997.17778262,7324,820.0935703553963,5
